digitoksyna,"Kategoria: Glikozydy nasercowe (NAPARSTNICA)
Zastosowanie: przewlekła niewydolność serca
Przeciwwskazania: zaburzenia rytmu z bradykardią, bloki serca, zaburzenia rytmu pochodzenia komorowego, kardiomiopatia przerostowa, wczesny okres po zawale
Niepożądane: bradykardia, wymioty, biegunka, apatia, senność, bloki serca, arytmie, migotanie komór
Dodatkowe: tylko dla psów; działa długo; szybko i dobrze wchłania się z pp; stałe stężenie po 1–2 dniach (dawka nasycająca)"
"proscylarydyna, strofantyna G","Kategoria: Glikozydy nasercowe (NAPARSTNICA)
Zastosowanie: ostra niewydolność serca, migotanie przedsionków
Przeciwwskazania: zaburzenia rytmu z bradykardią, bloki serca, zaburzenia rytmu pochodzenia komorowego, kardiomiopatia przerostowa, wczesny okres po zawale
Niepożądane: bradykardia, wymioty, biegunka, apatia, senność, bloki serca, arytmie, migotanie komór
Dodatkowe: strofantyna G: działa szybko i krótko, NIE wchłania się z pp — podawana dożylnie w ostrej niewydolności serca"
pimobendan,"Kategoria: Leki inotropowe (+): inhibitory PDE3, β-adrenomimetyki, atropina
Grupa: inhibitor PDE3 (inodilator)
Mechanizm: hamuje fosfodiesterazę 3 → ↑ stężenie cAMP; zwiększa wrażliwość mięśnia sercowego na wapń (sensytyzator wapnia)
Skutek: inotropowo (+), rozkurcza naczynia krwionośne (↓ opór obwodowy)
Zastosowanie: zastoinowa niewydolność serca u psów; przy kardiomiopatii rozstrzeniowej
Dodatkowe: skuteczny, bezpieczny, niezbyt arytmogenny; skuteczny we wtórnym nadciśnieniu płucnym od choroby zwyrodnieniowej (degeneracyjnej) płatków zastawki dwudzielnej"
"amrinon, milrinon","Kategoria: Leki inotropowe (+): inhibitory PDE3, β-adrenomimetyki, atropina
Grupa: inhibitory PDE3
Mechanizm: rozkładają cAMP do 5-AMP — silniejsze od pimobendanu
Skutek: inotropowo (+), niewielki chronotropowy (+), ↓ zużycia tlenu
Zastosowanie: w ostrej niewydolności serca (dożylnie)
Dodatkowe: arytmogenne, ↑ śmiertelności — stosowane doraźnie, NIE przewlekle"
dopamina,"Kategoria: Leki inotropowe (+): inhibitory PDE3, β-adrenomimetyki, atropina
Grupa: β-adrenomimetyk (amina katecholowa)
Mechanizm: agonista rec. β → pobudzenie czynności serca; wpływa na rec. D w nerkach i naczyniach → ↑ cAMP → rozszerzenie naczyń
Skutek: efekt inotropowy (+)
Zastosowanie: leczenie niewydolności serca, wstrząs kardiogenny i septyczny
Dodatkowe: agoniści β1 = pobudzenie serca, zniesienie bloków"
dobutamina,"Kategoria: Leki inotropowe (+): inhibitory PDE3, β-adrenomimetyki, atropina
Grupa: β-adrenomimetyk
Mechanizm: agonista rec. β1 → ↑ cAMP
Skutek: efekt inotropowy (+)
Zastosowanie: krótkotrwałe leczenie niewydolności serca"
atropina,"Kategoria: Leki inotropowe (+): inhibitory PDE3, β-adrenomimetyki, atropina
Grupa: parasympatykolityk
Mechanizm: blokada rec. muskarynowych → przyspieszenie pracy serca
Skutek: ↑ częstości pracy serca
Zastosowanie: bradykardia, bloki serca
Dodatkowe: podawana parenteralnie, przechodzi przez barierę krew-mózg; butylobromek skopolaminy — doustnie, NIE przechodzi bariery"
"epoprostenol, treprostynil, iloprost","Kategoria: Nadciśnienie płucne: prostacykliny, antagoniści endoteliny, inhibitory PDE5
Grupa: analogi prostacyklin
Mechanizm: rozszerzają naczynia i hamują aktywność płytek krwi; ograniczają proliferację komórek
Skutek: ↑ objętość minutową serca, rozszerzenie naczyń
Zastosowanie: nadciśnienie płucne, niewydolność prawej komory serca
Dodatkowe: podawane inhalacyjnie"
"bosentan, sytaksentan, ambrisentan","Kategoria: Nadciśnienie płucne: prostacykliny, antagoniści endoteliny, inhibitory PDE5
Grupa: antagoniści endoteliny
Mechanizm: endotelina-1 powoduje skurcz naczyń, proliferację komórek mięśni gładkich i przebudowę naczyń — lek hamuje jej działanie (rec. ETA, ETB); działa na śródbłonek przy niedokrwieniu
Skutek: ograniczenie przebudowy komór serca, zahamowanie skurczu i przebudowy naczyń, poprawa parametrów hemodynamicznych i perfuzji nerkowej u psów
Zastosowanie: nadciśnienie płucne
Dodatkowe: doustnie"
"syldenafil, tadalafil, wardenafil","Kategoria: Nadciśnienie płucne: prostacykliny, antagoniści endoteliny, inhibitory PDE5
Grupa: inhibitory PDE5
Mechanizm: hamowanie fosfodiesterazy 5 (występuje w dużym stężeniu w naczyniach krążenia płucnego) → ↑ cGMP → rozszerzenie naczyń, ↓ ciśnienia tętniczego
Skutek: rozszerzenie naczyń
Zastosowanie: nadciśnienie płucne
Dodatkowe: syldenafil — lek z wyboru; krótko działający; stosowany też do zaburzeń erekcji; DN: zaczerwienienie skóry, ze strony pp"
teofilina,"Kategoria: Nadciśnienie płucne: prostacykliny, antagoniści endoteliny, inhibitory PDE5
Grupa: inhibitor PDE5 (nieselektywny PDE3, 4, 5)
Mechanizm: nieselektywny inhibitor PDE3, PDE4 i PDE5 → rozluźnia mięśnie gładkie oskrzeli
Skutek: rozkurcz oskrzeli
Zastosowanie: choroby oskrzeli, astma
Dodatkowe: (patrz też leki przeciwastmatyczne)"
"nifedypina, amlodypina","Kategoria: Wazodylatatory: blokery kanałów Ca²⁺, azotany, leki hipotensyjne
Grupa: blokery kanałów wapniowych (dihydropirydyny)
Mechanizm: blokują potencjałozależne kanały wapniowe w mięśniach gładkich naczyń → rozszerzenie naczyń
Skutek: spadek siły skurczu, działanie inotropowe (−)
Zastosowanie: amlodypina — leczenie nadciśnienia
Niepożądane: hipotensja, osłabienie kurczliwości"
"diltiazem, werapamil","Kategoria: Wazodylatatory: blokery kanałów Ca²⁺, azotany, leki hipotensyjne
Grupa: blokery kanałów wapniowych
Mechanizm: blokują kanały wapniowe w mięśniach gładkich naczyń i mięśniu sercowym → ↓ przewodzenia, ↓ częstotliwości
Skutek: chrono-, dromo-, inotropowy (−)
Zastosowanie: arytmie serca, choroba niedokrwienna serca, HCM u kotów
Niepożądane: NIE WOLNO przy niewydolności serca"
"nitrogliceryna, diazotan/izosorbid (azotany i azotyny)","Kategoria: Wazodylatatory: blokery kanałów Ca²⁺, azotany, leki hipotensyjne
Grupa: azotany i azotyny
Mechanizm: po przejściu do wnętrza komórki odłączają jon azotynowy → powstaje tlenek azotu (NO) → aktywuje cyklazę guanylową → ↑ cGMP (NO powstaje z L-argininy w śródbłonku, podawany egzogennie trafia prosto do mięśniówki)
Skutek: rozkurcz mięśni gładkich naczyń, spadek ciśnienia, rozszerzenie naczyń wieńcowych
Zastosowanie: leki pomocnicze w ostrej niewydolności serca
Niepożądane: pod język (efekt pierwszego przejścia) — dobrze wchłania się przez śluzówki; bardzo szybko obniża ciśnienie"
Ia,"Kategoria: Leki antyarytmiczne (klasyfikacja Vaughana-Williamsa)
Leki: chinidyna
Grupa / mechanizm: leki stabilizujące błony komórkowe — blokują potencjałozależne kanały sodowe
Zastosowanie: arytmie nadkomorowe i komorowe
Dodatkowe: i.v. lub p.o."
Ib,"Kategoria: Leki antyarytmiczne (klasyfikacja Vaughana-Williamsa)
Leki: lidokaina, fenytoina
Grupa / mechanizm: jw. (kanały sodowe)
Zastosowanie: arytmie komorowe
Dodatkowe: lidokaina = znieczulenie miejscowe; i.v."
Ic,"Kategoria: Leki antyarytmiczne (klasyfikacja Vaughana-Williamsa)
Leki: propafenon
Grupa / mechanizm: jw. (kanały sodowe)
Zastosowanie: arytmie nadkomorowe i komorowe
Dodatkowe: i.v., p.o."
II,"Kategoria: Leki antyarytmiczne (klasyfikacja Vaughana-Williamsa)
Leki: propranolol, atenolol, metoprolol, karwedilol
Grupa / mechanizm: β-adrenolityki — zmniejszenie automatyzmu i zahamowanie przewodnictwa
Zastosowanie: arytmie nadkomorowe i komorowe
Dodatkowe: lepsze wypełnienie krwią, poprawa przepływu wieńcowego; zapobiega włóknieniu przedsionków"
III,"Kategoria: Leki antyarytmiczne (klasyfikacja Vaughana-Williamsa)
Leki: amiodaron, sotalol
Grupa / mechanizm: zwiększające czas trwania potencjału — blokowanie kanałów potasowych; działają też jak β-blokery + agonista kanałów K⁺
Zastosowanie: arytmie komorowe
Dodatkowe: i.v., p.o.; działają inotropowo (−); amiodaron: hepatotoksyczność, niedoczynność tarczycy"
IV,"Kategoria: Leki antyarytmiczne (klasyfikacja Vaughana-Williamsa)
Leki: werapamil, diltiazem
Grupa / mechanizm: blokery kanałów wapniowych
Zastosowanie: arytmie nadkomorowe, przewlekłe migotanie przedsionków, kardiomiopatia przerostowa u kotów, poprawa przepływu wieńcowego
Dodatkowe: mniejsze działanie inotropowe (−), częściej stosowane"
"acetazolamid, metazolamid, dichlorfenamid","Kategoria: DIURETYKI
Grupa: inhibitory anhydrazy węglanowej (IAW)
Mechanizm: hamowanie anhydrazy węglanowej w kanalikach proksymalnych → ↓ jonów wodoru w komórkach kanalików → ↑ objętości moczu (więcej Na⁺, K⁺, HCO₃⁻)
Zastosowanie: jaskra, obrzęki pochodzenia sercowego, obrzęki wymienia, padaczka, alkaloza metaboliczna; alkalizacja moczu przy kamicy
Przeciwwskazania: choroby wątroby, kwasica
Niepożądane: hipokaliemia, kwasica metaboliczna, wymioty przy podaniu dożołądkowym
Dodatkowe: niewielka siła działania; zmniejszają rezerwy alkaliczne krwi"
"furosemid, kwas etakrynowy, bumetanid, piretanid, torasemid","Kategoria: DIURETYKI
Grupa: diuretyki pętlowe (pochodne sulfonamidów)
Mechanizm: wiążą się z symporterem Na-K-2Cl w miejscu wiązania chloru w ramieniu wstępującym pętli Henlego → brak wchłaniania zwrotnego Na⁺, K⁺, Cl⁻ i wody; wtórne usuwanie Mg²⁺ i Ca²⁺
Zastosowanie: ostra niewydolność nerek, obrzęki (płuc, serca, naczyń), powysiłkowy krwotok płuc u koni, diureza wymuszona przy zatruciach, hiperkalcemia
Przeciwwskazania: hiperkaliemia (przy nefropatii), choroby wątroby
Niepożądane: hipokaliemia, hipomagnezemia, hiponatremia, hipokalcemia, niewydolność krążenia, hipotensja, aktywacja R-A-A
Dodatkowe: działają krótko, ale intensywnie; torasemid — pochodna sulfonylomocznika, inna budowa, ten sam mechanizm"
"hydrochlorotiazyd, bendroflumetiazyd, chlorotalidon, metolazon, chlorotiazyd, cyklopentiazyd","Kategoria: DIURETYKI
Grupa: tiazydowe
Mechanizm: hamują symporter Na-Cl w części korowej kanalika dalszego (miejsce wiązania Na i Cl) → zahamowanie wchłaniania zwrotnego NaCl, usuwanie wody i sodu
Zastosowanie: leczenie łagodnych obrzęków, kamica szczawianowa, przewlekła niewydolność serca
Przeciwwskazania: jak dla sulfonamidów
Niepożądane: jak sulfonamidy + silniej: hipokaliemia, hiperglikemia, hiperurykemia, hiperkalcemia
Dodatkowe: osłabiają przesączanie kłębuszkowe; działają długo"
"spironolakton, triamteren, amilorid","Kategoria: DIURETYKI
Grupa: oszczędzające potas
Mechanizm: spironolakton — antagonista aldosteronu; triamteren i amilorid — bezpośrednio na proces wchłaniania; zahamowanie wymiany K⁺ na Na⁺ w kanaliku zbiorczym
Zastosowanie: aldosteronizm, niewydolność serca, przekrwienia, wodobrzusze
Przeciwwskazania: zwierzęta odwodnione, hiperkaliemia
Niepożądane: hiperkaliemia, zapalenie skóry pyska, zanik gruczołu krokowego
Dodatkowe: nie stosować z innymi diuretykami oszczędzającymi K⁺"
"teofilina, teobromina, aminofilina, eufilina","Kategoria: DIURETYKI
Grupa: metyloksantyny
Mechanizm: zwiększają przesączanie kłębuszkowe, zmniejszają wchłanianie zwrotne w kanalikach nerkowych (nieselektywny inhibitor PDE → ↑ cAMP)
Zastosowanie: (diureza); stosowane głównie jako leki rozszerzające oskrzela
Dodatkowe: niewielka siła działania"
mannitol,"Kategoria: DIURETYKI
Grupa: diuretyki osmotyczne
Mechanizm: podwyższają ciśnienie osmotyczne moczu → wtórnie zwiększają ilość wydalanej wody; działają, gdy ich ilość przekracza maksymalną zdolność wchłaniania w kanalikach
Zastosowanie: diureza wymuszona przy zatruciach, niewydolność nerek, jaskra, obrzęki mózgu
Dodatkowe: można łączyć z furosemidem; ostra niewydolność, hiperwolemia"
witamina K1 (fitomenadion),"Kategoria: Leki wpływające na KRZEPNIĘCIE: hemostatyki / uszczelniające naczynia
Mechanizm: kofaktor niezbędny do syntezy K-zależnych czynników krzepnięcia (II, VII, IX, X); umożliwia połączenie białek z Ca; uaktywnia protrombiny
Zwierzę / wskazania: tabletki dla psów; leczenie zatrucia środkami przeciwzakrzepowymi, zaburzenia krzepnięcia, krwawienia
Przeciwwskazania: alergia, choroby wątroby; ciąża/laktacja (przechodzi przez łożysko) po ocenie korzyści/ryzyka
Niepożądane: wymioty, zaburzenia skórne (rumień, zapalenie), obrzęk alergiczny
Dodatkowe: salicylany (NLPZ) i cefalosporyny ograniczają działanie; podawana przez 3 tyg., po 48 h ocena czasu krzepnięcia"
etamsylat,"Kategoria: Leki wpływające na KRZEPNIĘCIE: hemostatyki / uszczelniające naczynia
Mechanizm: hamuje syntezę prostacykliny (PGI2) → stymuluje adhezję płytek, skraca czas krwawienia, zmniejsza kruchość i przepuszczalność naczyń; działa na 1 fazę hemostazy
Zwierzę / wskazania: bydło, owce, kozy, konie, świnie, psy, koty; krwotoki chirurgiczne, pourazowe, położnicze, profilaktyka przedoperacyjna
Przeciwwskazania: nadwrażliwość; przed podaniem konieczne podwiązanie uszkodzonych naczyń; ciąża/laktacja po ocenie
Niepożądane: anafilaksja (substancja pomocnicza), nudności, biegunka, wysypki
Dodatkowe: roztwór i.v./i.m.; hemostatyczny i angioprotekcyjny; max efekt 30 min–4 h; eliminowany z moczem"
dobesylan wapnia,"Kategoria: Leki wpływające na KRZEPNIĘCIE: hemostatyki / uszczelniające naczynia
Mechanizm: uszczelnia naczynia przez zmniejszenie przepuszczalności śródbłonka, stabilizuje połączenia komórek, poprawia mikrokrążenie, hamuje mediatory zapalne
Zwierzę / wskazania: psy, konie, rzadziej koty; zaburzenia mikrokrążenia, kruchość naczyń, przewlekłe obrzęki
Przeciwwskazania: nadwrażliwość, niewydolność nerek, ciąża
Niepożądane: zaburzenia żołądkowo-jelitowe, reakcje alergiczne
Dodatkowe: nie maskuje stanu zapalnego"
witamina C,"Kategoria: Leki wpływające na KRZEPNIĘCIE: hemostatyki / uszczelniające naczynia
Mechanizm: uszczelnia naczynia, niezbędna do syntezy kolagenu (wzmacnia błonę podstawną), chroni śródbłonek (antyoksydacyjnie)
Zwierzę / wskazania: świnki morskie, małpy; kruchość naczyń, zaburzenia gojenia
Przeciwwskazania: kamica szczawianowa, niewydolność nerek
Niepożądane: biegunka, zakwaszenie moczu
Dodatkowe: działa wolno"
glikokortykosteroidy,"Kategoria: Leki wpływające na KRZEPNIĘCIE: hemostatyki / uszczelniające naczynia
Mechanizm: uszczelniają naczynia przez ich obkurczenie, zmniejszają obrzęk, zaczerwienienie, wysięk
Zwierzę / wskazania: psy, koty, konie; ostre zapalenie naczyń, reakcje alergiczne, ostry obrzęk zapalny
Przeciwwskazania: przewlekła kruchość naczyń, wybroczyny bez stanu zapalnego
Niepożądane: po długim stosowaniu ściana naczynia się osłabia (↑ skłonność do wybroczyn)
Dodatkowe: nie naprawiają naczyń — działają objawowo"
kwas traneksamowy,"Kategoria: Leki wpływające na KRZEPNIĘCIE: hemostatyki / uszczelniające naczynia
Mechanizm: blokuje wiązanie plazminogenu z fibryną (miejsca lizynowe) → ogranicza powstawanie plazminy przez tPA/uPA → hamuje fibrynolizę; nie działa na kaskadę krzepnięcia
Zwierzę / wskazania: psy, koty (ostrożnie), konie; nadmierna fibrynoliza, krwawienia z błon śluzowych, urazy
Przeciwwskazania: czynna choroba zatorowo-zakrzepowa, DIC, niewydolność nerek
Niepożądane: drgawki, zawroty głowy, ryzyko zakrzepicy, nudności, wymioty, biegunka, nadwrażliwość
Dodatkowe: inhibitor plazminogenu; i.v. lub doustnie"
tanina,"Kategoria: Leki wpływające na KRZEPNIĘCIE: hemostatyki / uszczelniające naczynia
Mechanizm: środek ściągający, miejscowo przeciwkrwotoczny — denaturuje białka śródbłonka i osocza (warstwa ochronna), obkurcza drobne naczynia, ↓ przepuszczalność
Zwierzę / wskazania: psy, koty (ostrożnie), konie, bydło, owce, kozy; drobne rany, otarcia, krwawienie z dziąseł, biegunka
Przeciwwskazania: krwawienie głębokie, zaburzenia krzepnięcia, owrzodzenia, odwodnienie, uszkodzenie nerek
Niepożądane: podrażnienie, opóźnienie gojenia, martwica powierzchniowa, zaparcia, nudności
Dodatkowe: doustnie (biegunki), miejscowo (rany)"
adrenalina,"Kategoria: Leki wpływające na KRZEPNIĘCIE: hemostatyki / uszczelniające naczynia
Mechanizm: małe dawki → rec. β, duże → rec. α (skurcz naczyń, stabilizacja mastocytów)
Zwierzę / wskazania: psy, koty, konie, bydło (ostrożnie), owce, kozy; wstrząs anafilaktyczny, obrzęk naczynioruchowy, ciężkie reakcje alergiczne
Przeciwwskazania: nadciśnienie, kardiomiopatia, zaburzenia rytmu, choroba naczyń obwodowych
Niepożądane: niedokrwienie, martwica, skurcz naczyń obwodowych, tachykardia, arytmie, kwasica mleczanowa
Dodatkowe: nie naprawiają naczyń — wymuszają ich zamknięcie"
noradrenalina,"Kategoria: Leki wpływające na KRZEPNIĘCIE: hemostatyki / uszczelniające naczynia
Mechanizm: pobudza rec. α → skurcz tętniczek i żyłek, ↓ przepuszczalności, ↑ ciśnienia i oporu obwodowego, poprawa perfuzji centralnej
Zwierzę / wskazania: utrata napięcia naczyniowego, wstrząs septyczny, hipotensja, rozszerzenie naczyń w zapaleniu"
heparyna niefrakcjonowana,"Kategoria: Krzepnięcie: antykoagulanty, przeciwpłytkowe, fibrynolityki
Grupa: antykoagulant
Mechanizm: wzmacnia działanie antytrombiny III (wiąże się z nią i zmienia jej kształt) → AT hamuje trombinę (IIa) i czynniki Xa, IXa, XIa, XIIa → brak fibryny → brak skrzepu
Zwierzę / wskazania: psy, koty, konie, bydło, owce, kozy; zapobieganie i leczenie zakrzepów, zakrzepica żylna, DIC, zatorowość płucna, profilaktyka pooperacyjna
Przeciwwskazania: czynne krwawienie, skazy krwotoczne, trombocytopenia, wrzody, świeże zabiegi, choroby wątroby
Niepożądane / dodatkowe: nadmierne działanie, skłonność do krwawień, trombocytopenia; doustnie/i.v./s.c. — NIE i.m.; krótko (co 6–8 h); antidotum: siarczan protaminy"
heparyna drobnocząsteczkowa (enoksaparyna),"Kategoria: Krzepnięcie: antykoagulanty, przeciwpłytkowe, fibrynolityki
Grupa: antykoagulant
Mechanizm: aktywuje antytrombinę III, ale słabiej hamuje trombinę, a silniej czynnik Xa
Zwierzę / wskazania: psy, koty, konie, bydło, owce, kozy; jw. (słabsze, bezpieczniejsze)
Przeciwwskazania: czynne krwawienie, skazy krwotoczne, trombocytopenia, wrzody, świeże zabiegi, choroby wątroby
Niepożądane / dodatkowe: mniejsze ryzyko trombocytopenii; małopłytkowość, krwawienia, krwiak w miejscu podania (s.c.); szybki początek, wysoka biodostępność, nie przechodzi przez łożysko"
warfaryna,"Kategoria: Krzepnięcie: antykoagulanty, przeciwpłytkowe, fibrynolityki
Grupa: antykoagulant (antagonista wit. K)
Mechanizm: blokuje reduktazę epoksydową witaminy K → hamuje syntezę czynników zależnych od wit. K (trombina, VII, IX, X) → ↓ zdolność krzepnięcia
Zwierzę / wskazania: psy, koty; zapobieganie i leczenie zakrzepów, choroby serca
Przeciwwskazania: czynne krwawienie, skaza krwotoczna, urazy, operacje, choroby wątroby/nerek, ciąża, nadciśnienie
Niepożądane / dodatkowe: krwawienia, wybroczyny, reakcje alergiczne"
acenokumarol,"Kategoria: Krzepnięcie: antykoagulanty, przeciwpłytkowe, fibrynolityki
Grupa: antykoagulant (antagonista wit. K)
Mechanizm: antagonista witaminy K, szybsze działanie
Zwierzę / wskazania: psy, koty; zapobieganie i leczenie zakrzepów, choroby serca
Przeciwwskazania: czynne krwawienie, skaza krwotoczna, urazy, operacje, choroby wątroby/nerek, ciąża, nadciśnienie
Niepożądane / dodatkowe: krwawienia, wybroczyny, reakcje alergiczne"
kwas acetylosalicylowy (ASA),"Kategoria: Krzepnięcie: antykoagulanty, przeciwpłytkowe, fibrynolityki
Grupa: przeciwpłytkowy (antyagregacyjny)
Mechanizm: nieodwracalnie hamuje COX-1 w płytkach → nie powstaje tromboksan A2 (agregacja płytek); działa przeciwzakrzepowo, przeciwbólowo, przeciwzapalnie, przeciwgorączkowo
Zwierzę / wskazania: psy, koty (ostrożnie), konie; nadmierna agregacja płytek, profilaktyka zakrzepów i zatorowości, choroby serca
Przeciwwskazania: aktywne krwawienie, wrzody, skazy krwotoczne, niewydolność nerek, wątroby, ciąża
Niepożądane / dodatkowe: zwiększone krwawienie, wybroczyny, nadwrażliwość, nefrotoksyczność, wymioty, biegunka"
klopidogrel,"Kategoria: Krzepnięcie: antykoagulanty, przeciwpłytkowe, fibrynolityki
Grupa: przeciwpłytkowy
Mechanizm: blokuje receptor ADP na płytkach → uniemożliwia ich aktywację i agregację; nie uszczelnia naczyń
Zwierzę / wskazania: psy, koty, konie (rzadko), bydło (rzadko); zapobieganie zakrzepom, profilaktyka zatorowości, choroby serca
Przeciwwskazania: czynne krwawienie, skaza krwotoczna, nadwrażliwość, choroby wątroby i nerek
Niepożądane / dodatkowe: krwawienia, wybroczyny, wymioty, biegunka; działa systemowo"
urokinaza,"Kategoria: Krzepnięcie: antykoagulanty, przeciwpłytkowe, fibrynolityki
Grupa: fibrynolityk
Mechanizm: aktywuje plazminogen → plazmina rozpuszcza fibrynę w skrzepach; nie wzmacnia naczyń
Zwierzę / wskazania: psy, koty (ostrożnie), konie/bydło (rzadko); zakrzepica żylna, zatorowość płucna, rewaskularyzacja
Przeciwwskazania: czynne krwawienie, skaza krwotoczna, udar krwotoczny, nadciśnienie, ciąża, niewydolność nerek i wątroby
Niepożądane / dodatkowe: krwawienia, trombocytopenia, reakcje alergiczne, hipotensja, anafilaksja; systemowo lub miejscowo"
