"wirginiamycyna M, pristynamycyna (grupa A); wirginiamycyna S (grupa B); SYNERCID (chinuprystyna/dalfoprystyna)","Kategoria: Inhibitory syntezy białka — podjednostka 50S rybosomu
Grupa: streptograminy (należą do MLS)
Efekt / spektrum: nieodwracalnie wiążą podjednostkę 50S i hamują syntezę białka; A+B — bakteriobójcze, A lub B osobno — bakteriostatyczne; tlenowe i beztlenowe G+, niektóre atypowe
Oporność: oporność chromosomowa i plazmidowa; aktywne usuwanie leku; modyfikacja przez acetylotransferazy (gr. A); metylacja adeniny 50S (MLSB, gr. B); rozerwanie cyklicznej struktury przez liazy
DN / PW: SYNERCID: bóle stawów i mięśni, nudność, wymioty, biegunka, hiperalbuminemia, świąd
Interakcje / uwagi: grupa A: budowa makrolaktonowa; grupa B: cykliczne heksadepsipeptydy; SYNERCID wykazuje PAE, działa na tlenowe G+, bakteriobójczy, hamuje cyt. P450; kat. A , brak PLW, nie wchłania się z pp"
linezolid,"Kategoria: Inhibitory syntezy białka — podjednostka 50S rybosomu
Grupa: oksazolidynony
Efekt / spektrum: bakteriostatycznie; miejsce docelowe to obie podjednostki rybosomu — hamuje przyłączanie kompleksu mRNA-tRNA do pj 70S, blokując powstawanie kompleksu inicjującego syntezę; G+
DN / PW: morfologia krwi, zwłaszcza trombocytopenia; neuropatie obwodowe i oczne
Interakcje / uwagi: hamowanie MAO — interakcje; raczej się go nie zaleca u zwierząt"
"streptomycyna, dihydrostreptomycyna","Kategoria: Inhibitory syntezy białka — podjednostka 30S rybosomu
Spektrum / efekt: bakteriobójcze, stężeniozależne (30S); tlenowe G- + prątki gruźlicy
Zastosowanie: gruźlica, zakażenia G-, leptospiroza
DN / PW: ototoksyczność (przedsionkowa/słuchowa), nefrotoksyczność, blok nerwowo-mięśniowy
Interakcje / uwagi: nie łączyć z innymi nefro-/ototoksycznymi; nieaktywne wobec beztlenowców"
neomycyna,"Kategoria: Inhibitory syntezy białka — podjednostka 30S rybosomu
Spektrum / efekt: bakteriobójcze (30S); G-, G+
Zastosowanie: głównie doustnie (wyjaławianie jelit) i miejscowo (zbyt toksyczna ogólnie)
DN / PW: silna nefro- i ototoksyczność
Interakcje / uwagi: synergizm neomycyna + oksytetracyklina; neomycyna + bacytracyna + prednizolon (maści)"
gentamycyna,"Kategoria: Inhibitory syntezy białka — podjednostka 30S rybosomu
Spektrum / efekt: bakteriobójcze, stężeniozależne (30S); szerokie G- (w tym Pseudomonas), G+
Zastosowanie: ciężkie zakażenia G-, posocznice, zakażenia miejscowe
DN / PW: nefrotoksyczność, ototoksyczność, blok nerwowo-mięśniowy
Interakcje / uwagi: synergizm z β-laktamami; nie mieszać w jednej strzykawce z penicylinami (inaktywacja)"
"tobramycyna, amikacyna","Kategoria: Inhibitory syntezy białka — podjednostka 30S rybosomu
Spektrum / efekt: bakteriobójcze (30S); szerokie G- (w tym Pseudomonas)
Zastosowanie: ciężkie zakażenia G-, szczepy oporne na gentamycynę (amikacyna)
DN / PW: nefro- i ototoksyczność (amikacyna nieco mniejsza oto)
Interakcje / uwagi: amikacyna oporna na wiele enzymów modyfikujących"
paromomycyna,"Kategoria: Inhibitory syntezy białka — podjednostka 30S rybosomu
Spektrum / efekt: 30S; G-, pierwotniaki (Cryptosporidium, Leishmania, ameby)
Zastosowanie: kryptosporydioza, leiszmanioza, pierwotniakowe zakażenia jelit
DN / PW: jw. aminoglikozydy (słabo wchłaniany doustnie → działanie głównie jelitowe)"
spektynomycyna,"Kategoria: Inhibitory syntezy białka — podjednostka 30S rybosomu
Spektrum / efekt: aminocyklitol; bakteriostatyczny (30S); G-
Zastosowanie: zakażenia G- (np. drób, świnie), mykoplazmy
DN / PW: mniej nefro-/ototoksyczna niż klasyczne aminoglikozydy
Interakcje / uwagi: często łączona z linkomycyną"
"oksytetracyklina, tetracyklina, chlorotetracyklina","Kategoria: Inhibitory syntezy białka — podjednostka 30S rybosomu
Podgrupa (t½): krótko działające (6–8 h)
Zastosowanie / cechy: zakażenia DO, układu moczowego, zapalenie ucha, zakażone rany, borelioza, bruceloza, listerioza; chlorotetracyklina — pierwszy odkryty, słabo wchłaniana z pp, głównie miejscowo (rany, skóra); oksytetracyklina dostępna doustnie, parenteralnie, aerozole na skórę, preparaty LA (bydło — leczenie w stadzie)
DN / PW: nefrotoksyczne, hepatotoksyczne, zaburzenia pp, nadwrażliwość na światło (fotouczulenie), reakcje alergiczne, przebarwienia szkliwa i kości u młodych, hipoplazja szkliwa; PW: panleukopenia u kotów, niewydolność nerek, zaburzenia wątroby, konie i przeżuwacze z wykształconą funkcją przedżołądków; kardiotoksyczność — szybkie podanie iv może spowodować zgon (konie — arytmia; bydło — hipotensja); cielęta — uszkodzenie mięśnia sercowego
Interakcje: antagonizm z penicylinami i cefalosporynami; preparaty z Fe, Mg, Ca obniżają wchłanianie (nieaktywne chelaty); nie łączyć z aminoglikozydami; synergizm: + makrolidy (tylozyna + oksytetracyklina), + polimyksyny, + aminoglikozydy, + NLPZ, + pleuromutyliny (tiamulina + oksytetracyklina)"
"demeklocyklina, metacyklina","Kategoria: Inhibitory syntezy białka — podjednostka 30S rybosomu
Podgrupa (t½): pośrednie (12 h)
DN / PW: jw.; kat. D
Interakcje: antagonizm z penicylinami i cefalosporynami; preparaty z Fe, Mg, Ca obniżają wchłanianie (nieaktywne chelaty); nie łączyć z aminoglikozydami; synergizm: + makrolidy (tylozyna + oksytetracyklina), + polimyksyny, + aminoglikozydy, + NLPZ, + pleuromutyliny (tiamulina + oksytetracyklina)"
doksycyklina,"Kategoria: Inhibitory syntezy białka — podjednostka 30S rybosomu
Podgrupa (t½): o przedłużonym działaniu (16–18 h)
Zastosowanie / cechy: lepsza penetracja przez błony, mniejsza tendencja do chelatów (można z pokarmem), niski potencjał nefrotoksyczności, eliminacja nienerkowa (wydalana gł. z kałem) → można przy chorobach nerek; konie — brak zarejestrowanych PLW (tylko doustnie, słaba biodostępność, możliwe biegunki); najbezpieczniejsza pod względem przebarwień zębów
DN / PW: uszkodzenie przełyku u psów/kotów (podać z wodą/pokarmem); jw. mniejsza hepato-/nefrotoksyczność
Interakcje: + rifampicyna/streptomycyna (synergizm)"
minocyklina,"Kategoria: Inhibitory syntezy białka — podjednostka 30S rybosomu
Podgrupa (t½): o przedłużonym działaniu
Zastosowanie / cechy: bardzo dobra rozpuszczalność w tłuszczach, dobra penetracja do OUN i prostaty; brak PLW w Polsce; opisana u psów i kotów
DN / PW: uszkodzenie przełyku u psów/kotów (podać z wodą/pokarmem); jw. mniejsza hepato-/nefrotoksyczność
Interakcje: + rifampicyna/streptomycyna (synergizm)"
"kwas nalidyksowy, kwas oksolinowy","Kategoria: Inhibitory syntezy kwasów nukleinowych — CHINOLONY i FLUOROCHINOLONY (gyraza/topoizomerazy)
Generacja: I generacja
Spektrum: G-, niska aktywność
Zastosowanie: leczenie zakażeń układu moczowego — psy, koty, drób, ryby
PW: młode, rosnące psy, koty, konie; ciąża; laktacja; padaczka; zaburzenia wątroby i nerek
DN: toksyczne uszkodzenie chrząstek stawowych u młodych, nudności, wymioty, drgawki, nadciśnienie, reakcje alergiczne
Oporność / interakcje / uwagi: niska wchłanialność z pp, silne wiązanie z białkami osocza"
flumechina,"Kategoria: Inhibitory syntezy kwasów nukleinowych — CHINOLONY i FLUOROCHINOLONY (gyraza/topoizomerazy)
Generacja: II generacja = fluorochinolony
Spektrum: tlenowe G-, atypowe
Zastosowanie: infekcje układu moczowego, oddechowego, pp, zakażenia skóry i tkanek miękkich, zapalenie ucha zewnętrznego
PW: jw. (młode, rosnące, ciąża, laktacja, padaczka)
DN: uszkodzenie chrząstek stawowych u młodych, zaburzenia pp, degeneracja siatkówki u kotów, zwiększenie ataków padaczkowych
Oporność / interakcje / uwagi: aktywne usuwanie leku z komórki, zmniejszona przepuszczalność błony, modyfikacje gyrazy/topoizomerazy IV (mechanizmy transmisyjne); preparaty z Fe, Mg, Ca obniżają wchłanianie (chelaty); inhibitory cyt. P450 (hamują metabolizm innych leków, np. teofiliny); kat. B; osiągają wysokie stężenia w oskrzelach, płucach, wątrobie, żółci, nerkach, prostacie, chrząstkach, kościach i mleku"
"norfloksacyna, enrofloksacyna, marbofloksacyna, danofloksacyna, orbifloksacyna","Kategoria: Inhibitory syntezy kwasów nukleinowych — CHINOLONY i FLUOROCHINOLONY (gyraza/topoizomerazy)
Generacja: II–III generacja (fluorochinolony)
Spektrum: szerokie: tlenowe G+ i G- (gronkowce, słabiej paciorkowce), atypowe/wewnątrzkomórkowe; pradofloksacyna też na beztlenowce
Zastosowanie: infekcje pp, dróg moczowych, rodnych, układu oddechowego, skóry, ucha, gruczołu mlekowego, posocznice — ważne bo tylko w weterynarii (enro-, marbo-, dano-, orbi-)
PW: młode, rosnące psy, koty, konie; ciąża; laktacja; padaczka
DN: uszkodzenie chrząstek u młodych, zaburzenia pp, degeneracja siatkówki u kotów, zwiększenie ataków padaczkowych
Oporność / interakcje / uwagi: synergizm: β-laktamy, aminoglikozydy, polipeptydowe, metronidazol; antagonizm: makrolidy, tetracykliny, fenikole, nitrofurany; oporność krzyżowa w grupie"
pradofloksacyna,"Kategoria: Inhibitory syntezy kwasów nukleinowych — CHINOLONY i FLUOROCHINOLONY (gyraza/topoizomerazy)
Generacja: III generacja = polifluorochinolony
Spektrum: + beztlenowce
Zastosowanie: zakażenia skóry, choroby przyzębia, zakażenia DO, DM
PW: młode, rosnące psy, koty, konie; ciąża; laktacja
DN: biegunka
Oporność / interakcje / uwagi: synergizm: β-laktamy, aminoglikozydy, polipeptydowe, metronidazol; antagonizm: makrolidy, tetracykliny, fenikole, nitrofurany; oporność krzyżowa w grupie"
difloksacyna,"Kategoria: Inhibitory syntezy kwasów nukleinowych — CHINOLONY i FLUOROCHINOLONY (gyraza/topoizomerazy)
Generacja: III generacja
Spektrum: + beztlenowce
Zastosowanie: zakażenia skóry
PW: młode, rosnące psy, koty, konie
DN: biegunka, wymioty
Oporność / interakcje / uwagi: synergizm: β-laktamy, aminoglikozydy, polipeptydowe, metronidazol; antagonizm: makrolidy, tetracykliny, fenikole, nitrofurany; oporność krzyżowa w grupie"
"moksyfloksacyna, ibafloksacyna","Kategoria: Inhibitory syntezy kwasów nukleinowych — CHINOLONY i FLUOROCHINOLONY (gyraza/topoizomerazy)
Generacja: IV generacja
Spektrum: + beztlenowce
Zastosowanie: zakażenia skóry i tkanek miękkich, zapalenie płuc
PW: młode, rosnące psy, koty, konie
DN: biegunka, wymioty
Oporność / interakcje / uwagi: synergizm: β-laktamy, aminoglikozydy, polipeptydowe, metronidazol; antagonizm: makrolidy, tetracykliny, fenikole, nitrofurany; oporność krzyżowa w grupie"
"sulfatiazol, sulfacetamid, sulfafurazol (krótko działające 4–6 h); sulfadymidyna, sulfadiazyna, sulfametoksazol, sulfachloropirydazyna (średnio długo 8–12 h); sulfadoksyna, sulfamerazyna, sulfadimetoksyna, sulfametoksydiazyna, sulfapirazol, sulfametoksypirydazyna (długo działające 16–40 h)","Kategoria: Inhibitory szlaku kwasu foliowego — SULFONAMIDY + trimetoprim (diaminopirymidyny)
Mechanizm / efekt: hamują syntetazę dihydropterydynową — blok przekształcania PABA (który naśladują) w kwas foliowy; bakteriostatyczne (po zużyciu zapasów PABA bakterii)
Spektrum: G+, G- (Enterobacteriaceae), chlamydie, H. influenzae, pierwotniaki, Actinomyces (beztlenowiec)
Zastosowanie: promienica/aktynomykoza, kokcydioza, kolibakterioza, zanokcica, nekrobacyloza, infekcje DO, zołzy, zapalenie płuc/stawów/wymienia, toksoplazmoza, salmonelloza; sulfacetamid — okulistyka; sulfafurazol — z wyboru przy zakażeniach DM; sulfachloropirazyna — zapalenie jelit świń i cieląt; długodziałające — kokcydioza królików (z trimetoprimem), zakażenia DO/zatok/macicy/skóry psów i kotów
PW / DN: PW: uszkodzenie nerek, wątroby, odwodnienie, kamica moczanowa, niedokrwistość, ciąża, noworodki, dysfunkcja układu immunologicznego; DN: pobudzenie, zaburzenie koordynacji, zwiotczenie mięśni, zapaść, zaburzenia obrazu krwi, zapalenie nerwów obwodowych, zmiany mikroflory, niedobór witaminy K, krwawienia, hamowanie fermentacji i apetytu (bydło), biegunki (kozy), reakcje uczuleniowe (wstrząs anafilaktyczny, pokrzywka, astma), DRESS (gorączka, eozynofilia, zapalenie wątroby/serca/nerek/płuc); słabo rozpuszczalne (sulfatiazol, sulfanilamid) — nefrotoksyczne (krystalizacja w niskim pH)
Oporność / interakcje / uwagi: oporność: wytwarzanie endogennego PABA innymi szlakami, zmiana struktury syntetazy, blok transportu sulfonamidu, aktywne usuwanie z komórki; osłabiają działanie: witaminy B, PABA, prokaina, penicylina prokainowa, krew, ropa (dużo PABA), albuminy; synergizm z inhibitorami reduktazy kwasu dihydrofoliowego; NLPZ potęgują DN; nefrotoksyczny"
"ftaliosulfacetamid, formosulfatiazol","Kategoria: Inhibitory szlaku kwasu foliowego — SULFONAMIDY + trimetoprim (diaminopirymidyny)
Mechanizm / efekt: trudno wchłaniają się z jelit; hydroliza w jelicie (do sulfacetamidu / sulfatiazolu)
Spektrum: G+, G- (Enterobacteriaceae), chlamydie, H. influenzae, pierwotniaki, Actinomyces (beztlenowiec)
Zastosowanie: działanie miejscowe w jelicie (świnie, psy)"
salazosulfapirydyna (sulfasalazyna),"Kategoria: Inhibitory szlaku kwasu foliowego — SULFONAMIDY + trimetoprim (diaminopirymidyny)
Mechanizm / efekt: rozpad w jelicie do sulfapirydyny (część toksyczna) i kwasu 5-aminosalicylowego; działa przeciwzapalnie
Spektrum: G+, G- (Enterobacteriaceae), chlamydie, H. influenzae, pierwotniaki, Actinomyces (beztlenowiec)
Zastosowanie: wrzodziejące zapalenie jelita grubego psów (nie u kotów)"
