zonisamid,"Kategoria: Przeciwdrgawkowe: blokery kanałów Na⁺/Ca²⁺ i pozostałe
Grupa: antagonista kanałów Ca²⁺
Mechanizm: blokuje kanały Ca²⁺ → ↓ wydzielania glutaminianu i asparaginianu; ułatwia transmisję DA i 5-HT, zmiata wolne rodniki
Zastosowanie: szeroka aktywność przeciwdrgawkowa, neuroprotekcja w hipoksji i niedokrwieniu mózgu
Przeciwwskazania: uczulenie na sulfonamidy, niewydolność nerek i wątroby
Działania niepożądane: senność, zawroty głowy, spowolnienie, zaburzenia koncentracji
Dodatkowe: podanie doustne"
topiramat,"Kategoria: Przeciwdrgawkowe: blokery kanałów Na⁺/Ca²⁺ i pozostałe
Grupa: bloker kanałów Na⁺
Mechanizm: wzmacnia przewodnictwo GABA-ergiczne, hamuje rec. AMPA glutaminianu, moduluje kanały Na/Ca, hamuje anhydrazę węglanową
Zastosowanie: napady częściowe, toniczno-kloniczne
Przeciwwskazania: niewydolność nerek, ciąża, kwasica metaboliczna
Działania niepożądane: spowolnienie, senność, zaburzenia koncentracji, zawroty głowy
Dodatkowe: działa krótko"
felbamat,"Kategoria: Przeciwdrgawkowe: blokery kanałów Na⁺/Ca²⁺ i pozostałe
Grupa: antagonista NMDA
Mechanizm: antagonista rec. NMDA → ↓ glutaminianu, ↑ GABA; blokuje kanały Na⁺; ↓ napływu Ca²⁺ do neuronów
Zastosowanie: (rzadko stosowany)
Przeciwwskazania: choroby wątroby
Działania niepożądane: zmiany obrazu krwi, hepatotoksyczność, niedokrwistość, uszkodzenia wątroby, nudności, wymioty, bóle głowy
Dodatkowe: rzadko stosowany"
fenytoina,"Kategoria: Przeciwdrgawkowe: blokery kanałów Na⁺/Ca²⁺ i pozostałe
Grupa: antagonista kanałów Na⁺
Mechanizm: blokuje kanały Na⁺ generujące potencjały czynnościowe komórek pobudliwych
Zastosowanie: stan padaczkowy
Przeciwwskazania: nadwrażliwość, bradykardia, niewydolność wątroby, serca, ciąża
Działania niepożądane: ataksja, niestrawność, hepatotoksyczność, rozpulchnianie dziąseł
Dodatkowe: rzadko stosowana, niska biodostępność, źle tolerowana przez koty, mało skuteczna u psów; silny induktor P450"
kwas walproinowy,"Kategoria: Przeciwdrgawkowe: blokery kanałów Na⁺/Ca²⁺ i pozostałe
Grupa: walproiniany
Mechanizm: wzmacnia funkcję GABA-ergiczną, ↑ GABA w synapsach, wpływa na kanały Na⁺ i Ca²⁺
Zastosowanie: napady pierwotnie uogólnione, toniczno-kloniczne, częściowe, nieświadomości, toniczne, atoniczne, miokloniczne
Przeciwwskazania: choroby wątroby
Działania niepożądane: senność, drżenia, splątanie, nudności
Dodatkowe: inhibitor P450; stosowany z fenobarbitalem"
karbamazepina,"Kategoria: Przeciwdrgawkowe: blokery kanałów Na⁺/Ca²⁺ i pozostałe
Mechanizm: blokada bramkowanych napięciem kanałów Na⁺, stabilizuje błony neuronów
Zastosowanie: napady toniczno-kloniczne i częściowe
Dodatkowe: nie stosowana w weterynarii"
lamotrygina,"Kategoria: Przeciwdrgawkowe: blokery kanałów Na⁺/Ca²⁺ i pozostałe
Mechanizm: blokuje kanały Na⁺ zależne od potencjału
Dodatkowe: nie stosowana w wet. (toksyczność)"
propentofilina,"Kategoria: Przeciwdrgawkowe: blokery kanałów Na⁺/Ca²⁺ i pozostałe
Grupa: ksantyny
Mechanizm: inhibitor PDE → ↑ cAMP; antagonizm rec. adenozynowych A1/A2 → rozszerza naczynia, poprawa metabolizmu i ukrwienia mózgu (NIE typowy przeciwdrgawkowy)
Zastosowanie: u starszych psów (poprawa funkcji poznawczych)
Przeciwwskazania: nadwrażliwość, niewydolność serca, padaczka, niewydolność wątroby i nerek
Działania niepożądane: pobudzenie, niepokój, bezsenność, drżenia, wymioty, biegunka
Dodatkowe: działanie neuroprotekcyjne; hamuje uwalnianie cytokin"
chlordiazepoksyd,"Kategoria: Anksjolityki: BENZODIAZEPINY i pozostałe
Grupa: benzodiazepiny
Mechanizm / efekt: ↑ powinowactwo GABA → ↑ przepływ Cl⁻ → hiperpolaryzacja
Zastosowanie: lęk, nerwice, schorzenia somatyczne z zaburzeniami emocjonalnymi, padaczka, wzmożone napięcie mięśniowe, silne uspokajająco-nasenne, fobie burzowe, znakowanie moczem
Przeciwwskazania: niewydolność wątroby, oddechowa, wstrząs, hipotensja, ciąża, nadwrażliwość, pobudzenie
Działania niepożądane: uzależnienie, objawy abstynencji, ↑ łaknienia, reakcje paradoksalne, osłabienie mięśni, ataksja, drżenia mięśni, tolerancja, hepatotoksyczność, pobudzenie OUN, niezborność"
diazepam,"Kategoria: Anksjolityki: BENZODIAZEPINY i pozostałe
Grupa: benzodiazepiny
Mechanizm / efekt: ↑ powinowactwo GABA → ↑ przepływ Cl⁻ → hiperpolaryzacja
Zastosowanie: przeciwdrgawkowy, premedykacja, lekkie zabiegi ze znieczuleniem miejscowym, przed transportem, pobudzenie apetytu u kotów, znakowanie moczem, zatkanie cewki moczowej
Przeciwwskazania: ryzyko zakrzepowego zapalenia żył (wstrzykiwać powoli), zwierzęta wyniszczone/stare, zaburzenia nerek/wątroby/oddychania, wstrząs, śpiączka, agresja, drgawki u kotów, 1. trymestr ciąży, laktacja
Działania niepożądane: uzależnienie, objawy abstynencji, ↑ łaknienia, reakcje paradoksalne, osłabienie mięśni, ataksja, drżenia mięśni, tolerancja, hepatotoksyczność, pobudzenie OUN, niezborność"
oksazepam,"Kategoria: Anksjolityki: BENZODIAZEPINY i pozostałe
Grupa: benzodiazepiny
Mechanizm / efekt: przeciwlękowy, słabiej nasenny
Zastosowanie: uspokajająco, miorelaksacyjnie, pobudzenie apetytu u psów i kotów
Przeciwwskazania: ryzyko zakrzepowego zapalenia żył (wstrzykiwać powoli), zwierzęta wyniszczone/stare, zaburzenia nerek/wątroby/oddychania, wstrząs, śpiączka, agresja, drgawki u kotów, 1. trymestr ciąży, laktacja
Działania niepożądane: uzależnienie, objawy abstynencji, ↑ łaknienia, reakcje paradoksalne, osłabienie mięśni, ataksja, drżenia mięśni, tolerancja, hepatotoksyczność, pobudzenie OUN, niezborność"
nitrazepam,"Kategoria: Anksjolityki: BENZODIAZEPINY i pozostałe
Grupa: benzodiazepiny
Mechanizm / efekt: nasenny
Zastosowanie: nasenny
Przeciwwskazania: ryzyko zakrzepowego zapalenia żył (wstrzykiwać powoli), zwierzęta wyniszczone/stare, zaburzenia nerek/wątroby/oddychania, wstrząs, śpiączka, agresja, drgawki u kotów, 1. trymestr ciąży, laktacja
Działania niepożądane: uzależnienie, objawy abstynencji, ↑ łaknienia, reakcje paradoksalne, osłabienie mięśni, ataksja, drżenia mięśni, tolerancja, hepatotoksyczność, pobudzenie OUN, niezborność"
zolazepam,"Kategoria: Anksjolityki: BENZODIAZEPINY i pozostałe
Grupa: benzodiazepiny
Zastosowanie: z ketaminą do znieczulenia kotów
Przeciwwskazania: ryzyko zakrzepowego zapalenia żył (wstrzykiwać powoli), zwierzęta wyniszczone/stare, zaburzenia nerek/wątroby/oddychania, wstrząs, śpiączka, agresja, drgawki u kotów, 1. trymestr ciąży, laktacja
Działania niepożądane: uzależnienie, objawy abstynencji, ↑ łaknienia, reakcje paradoksalne, osłabienie mięśni, ataksja, drżenia mięśni, tolerancja, hepatotoksyczność, pobudzenie OUN, niezborność"
klonazepam,"Kategoria: Anksjolityki: BENZODIAZEPINY i pozostałe
Grupa: benzodiazepiny
Zastosowanie: w stanie padaczkowym
Przeciwwskazania: ryzyko zakrzepowego zapalenia żył (wstrzykiwać powoli), zwierzęta wyniszczone/stare, zaburzenia nerek/wątroby/oddychania, wstrząs, śpiączka, agresja, drgawki u kotów, 1. trymestr ciąży, laktacja
Działania niepożądane: uzależnienie, objawy abstynencji, ↑ łaknienia, reakcje paradoksalne, osłabienie mięśni, ataksja, drżenia mięśni, tolerancja, hepatotoksyczność, pobudzenie OUN, niezborność"
"meprobamat (tybamat, karyzoprodol, fenoglikodol, fenprobamat, metokarbamol)","Kategoria: Anksjolityki: BENZODIAZEPINY i pozostałe
Grupa: pochodne alkoholi alifatycznych i amidy
Mechanizm / efekt: nasila hamujące działanie GABA (przez działanie na GABA-A, ↑ przewodnictwo Cl⁻)
Zastosowanie: uspokajający i nasenny, ↓ napięcia mięśni szkieletowych, ↓ lęku i niepokoju, przeciwdrgawkowy
Przeciwwskazania: nadwrażliwość, niewydolność wątroby, nerek, oddechowa
Działania niepożądane: alergia, skurcz oskrzeli, ↑ temperatury, dreszcze, hipotonia, uzależnienie, tolerancja, uszkodzenie układu krwiotwórczego"
hydroksyzyna,"Kategoria: Anksjolityki: BENZODIAZEPINY i pozostałe
Grupa: pochodne difenylometanu
Mechanizm / efekt: antagonista rec. H1, słabe działanie cholinolityczne
Zastosowanie: przeciwlękowe, przeciwhistaminowe, cholinolityczne; potęguje leki nasenne i przeciwbólowe; słabe miejscowo znieczulające; przeciwwymiotne, alergie
Przeciwwskazania: nadwrażliwość, niewydolność wątroby, ciąża, laktacja
Działania niepożądane: lekozależność, senność, bóle głowy, zaburzenia koncentracji"
ksylazyna,"Kategoria: Anksjolityki / sedacja: agoniści α₂ + buspiron + antidota
Grupa: agoniści α₂
Mechanizm: pobudza rec. α₂ → ↓ wydzielania NA (↓ pobudzenia części współczulnej)
Zastosowanie: uspokajające, przeciwbólowe, nasenne, miorelaksujące, hipotensyjne; premedykacja; wywołuje wymioty u psów i kotów
Przeciwwskazania: ciąża, zwierzęta odwodnione, cukrzyca, choroby układu oddechowego, nerek, wątroby, serca; nie łączyć z neuroleptykami, ostrożnie z barbituranami
Działania niepożądane: zaburzenia rytmu serca, odczyny miejscowe, spadek ciśnienia, bradykardia, zwolnienie oddechów, spadek temperatury, pobudzenie, wymioty, biegunka, ślinotok, poronienia (wrażliwe przeżuwacze)"
deksmedetomidyna,"Kategoria: Anksjolityki / sedacja: agoniści α₂ + buspiron + antidota
Grupa: agoniści α₂
Mechanizm: pobudza rec. α₂ → ↓ wydzielania NA (↓ pobudzenia części współczulnej)
Zastosowanie: sedacja, analgezja, miorelaksacja
Przeciwwskazania: ciąża, łączenie z innymi agonistami adrenergicznymi, choroby układu krążenia
Działania niepożądane: hipotermia, bradykardia, zaburzenia rytmu serca, poliuria, wymioty, bloki serca (silniejsza u psów i kotów)"
"medetomidyna, detomidyna, romifidyna","Kategoria: Anksjolityki / sedacja: agoniści α₂ + buspiron + antidota
Grupa: agoniści α₂
Mechanizm: pobudza rec. α₂ → ↓ wydzielania NA (↓ pobudzenia części współczulnej)
Zastosowanie: sedacja / premedykacja
Przeciwwskazania: ciąża, łączenie z innymi agonistami adrenergicznymi, choroby układu krążenia
Działania niepożądane: hipotermia, bradykardia, zaburzenia rytmu serca, poliuria, wymioty, bloki serca (silniejsza u psów i kotów)"
buspiron,"Kategoria: Anksjolityki / sedacja: agoniści α₂ + buspiron + antidota
Grupa: azaspirodekanodiony
Mechanizm: agonista rec. 5-HT1A → ↓ aktywności układu serotoninowego
Zastosowanie: zaburzenia lękowe u psów i kotów (niepokój 2-3×/dz przez 6-8 tyg.; znakowanie moczem 2×/dz przez 7 dni); nie uzależnia, nie działa uspokajająco/nasennie
Przeciwwskazania: nadwrażliwość, niewydolność wątroby, nerek, padaczka, ciąża
Działania niepożądane: zawroty głowy, ból głowy, nudności, niepokój, pobudzenie, bezsenność, dolegliwości żołądkowe"
atipamezol,"Kategoria: Anksjolityki / sedacja: agoniści α₂ + buspiron + antidota
Grupa: antagonista α₂ (antidotum)
Mechanizm: blokuje rec. α₂ → odwraca działanie agonistów α₂
Zastosowanie: antagonista α₂ — odwracanie sedacji; przy przedawkowaniu ksylazyny
Działania niepożądane: nadpobudliwość, tachykardia, hipotensja, wymioty, nasilenie oddechów"
"johimbina, tolazolina, idazoksan, doksapram, atropina","Kategoria: Anksjolityki / sedacja: agoniści α₂ + buspiron + antidota
Grupa: antagoniści α₂ / analeptyki
Mechanizm: odwracają działanie agonistów α₂; atropina znosi pobudzenie nerwu błędnego (bradykardia, bloki serca, hipotensja)
Zastosowanie: przedawkowanie ksylazyny / agonistów α₂"
wodzian chloralu,"Kategoria: Leki NASENNE i uspokajające
Grupa: chlorowcopochodne alkoholi i aldehydów
Mechanizm: pod wpływem dehydrogenazy alkoholowej → alkohol trichlorooctowy o silnym działaniu nasennym
Zastosowanie: nasenny, uspokajający, słabe przeciwbólowe; u koni przejściowa sedacja przed znieczuleniem ogólnym
Przeciwwskazania: zaburzenia rytmu serca, nadwrażliwość, depresja oddechu (drażni tkanki, toksyczny dla tkanek miąższowych)
Działania niepożądane: senność, zawroty głowy, nudności, wymioty"
chloraloza,"Kategoria: Leki NASENNE i uspokajające
Grupa: chlorowcopochodne alkoholi i aldehydów
Mechanizm: produkt kondensacji wodzianu chloralu z glukozą
Zastosowanie: znieczulenie ogólne u psów"
"uretan etylowy, etynamat","Kategoria: Leki NASENNE i uspokajające
Grupa: uretany
Zastosowanie: usypianie i znieczulenie zwierząt laboratoryjnych"
"pentobarbital, tiopental","Kategoria: Leki NASENNE i uspokajające
Grupa: barbiturany
Mechanizm: wiążą się z rec. GABA (nie potrzebują GABA do działania) → silne tłumienie tworu siatkowatego i kory; skracają fazę REM
Zastosowanie: nadmierne pobudzenie, stany drgawkowe, padaczka, zapalenie mózgu w nosówce, zjadanie prosiąt przez maciory, znieczulenie ogólne, świąd
Przeciwwskazania: ciąża, choroby wątroby i nerek, choroby płuc
Działania niepożądane: depresja układu oddechowego, uzależnienie, porażenie ośrodka oddechowego i sercowo-naczyniowego"
metomidat,"Kategoria: Leki NASENNE i uspokajające
Grupa: środek uspokajająco-nasenny, niebarbituranowy
Mechanizm: łączy się z rec. GABA-A → ↑ napływ Cl⁻ → hiperpolaryzacja → efekt nasenny (głęboki, krótkotrwały sen); brak działania przeciwbólowego
Zastosowanie: z azaperonem do znieczulenia ogólnego; uspokojenie, mało bolesne czynności, uśpienie przed znieczuleniem miejscowym
Przeciwwskazania: niewydolność nadnerczy, nadwrażliwość, wstrząs septyczny
Działania niepożądane: drżenia mięśniowe, depresja oddechowo-krążeniowa (u świń i ptaków)"
"flurazepam, nitrazepam, flunitrazepam, lorazepam","Kategoria: Leki NASENNE i uspokajające
Grupa: benzodiazepiny
Mechanizm: GABA-A → ↑ otwierania kanałów Cl⁻
Zastosowanie: nasenne / uspokajające (w połączeniu z anestetykami lokalnymi)"
ksylazyna,"Kategoria: Leki NASENNE i uspokajające
Grupa: agoniści rec. α₂
Mechanizm: pobudza rec. α₂ → ↓ wydzielania NA
Zastosowanie: środek nasenno-uspokajający, miorelaksacja, krótkotrwała analgezja, premedykacja, środek wymiotny
Przeciwwskazania: arytmia, zaburzenia układu krążenia, hipotensja, wstrząs, niewydolność wątroby/nerek, drgawki, zaburzenia oddechowe, ciąża, niedrożność jelit
Działania niepożądane: wymioty, drżenia mięśniowe, bradykardia, bloki serca, nieskoordynowane ruchy, moczenie, ślinienie, atonia żwacza, biegunki, przedwczesne porody, hipotermia"
diazepam,"Kategoria: Leki NASENNE i uspokajające
Grupa: benzodiazepiny
Mechanizm: GABA-A → ↑ otwierania kanałów Cl⁻ → hiperpolaryzacja, hamowanie OUN
Zastosowanie: uspokojenie (większe dawki: ataksja, postawa leżąca), premedykacja, przerwanie stanu padaczkowego, leczenie drgawek, stany spastyczne, bóle mięśniowe, pobudza łaknienie u kotów
Przeciwwskazania: niewydolność oddechowa, wątroby, ciąża
Działania niepożądane: reakcje paradoksalne, senność, ataksja, depresja oddechowa, uzależnienie"
"chloropromazyna (propiopromazyna, acepromazyna, promazyna, trifluperazyna)","Kategoria: NEUROLEPTYKI (antagoniści D₂)
Grupa: pochodne fenotiazyny
Mechanizm: hamowanie rec. α1-adrenergicznych i rec. M (oraz D2, H1)
Zastosowanie: uspokojenie zwierząt agresywnych, premedykacja, usunięcie ciała obcego z przełyku, drgawki tężcowe (działanie spazmolityczne), biegunka prosiąt, hamowanie wymiotów u psa, bezmleczność
Przeciwwskazania: padaczka, drgawki
Działania niepożądane: zapaść, hipotonia, uczulenia, dolegliwości żołądkowo-jelitowe, ↓ wydzielania śliny i potu, hipotermia, obniżenie progu drgawkowego, hepatotoksyczność, zaburzenia rytmu serca
Dodatkowe: różnią się siłą i czasem działania; silnie wiążą się z białkami; i.v./i.m.; NIE chloropromazyny u konia"
detomidyna,"Kategoria: NEUROLEPTYKI (antagoniści D₂)
Grupa: agonista α₂
Mechanizm: pobudza rec. α₂ → ↓ uwalniania NA
Zastosowanie: sedacja, łagodna analgezja koni i bydła, uspokojenie
Przeciwwskazania: choroby serca, bradykardia, wstrząs, niewydolność oddechowa, wątroby, nerek
Działania niepożądane: bradykardia, ataksja, senność, sedacja, zaburzenia rytmu serca"
"chlorprotiksen (klopentiksol, flupentiksol)","Kategoria: NEUROLEPTYKI (antagoniści D₂)
Grupa: pochodne tioksantenu
Mechanizm: hamują rec. D2, α1, H1, M
Zastosowanie: słabe neuroleptyczne, silne anksjolityczne, uspokajające (klopentiksol: słabo przeciwdepresyjne; flupentiksol: przeciwlękowo, przeciwdepresyjnie)
Przeciwwskazania: depresja OUN, choroby serca, niewydolność wątroby, jaskra
Działania niepożądane: senność, zawroty głowy, hipotonia, zaparcia, mlekotok, zaburzenia rytmu serca
Dodatkowe: nasenne, przeciwwymiotny"
droperidol,"Kategoria: NEUROLEPTYKI (antagoniści D₂)
Grupa: pochodne butyrofenonu
Mechanizm: hamują rec. D2 (droperidol też α1)
Zastosowanie: silnie uspokajające, przeciwwymiotne, potęgują leki nasenne i alkohol; przeciwpsychotyczny, rozkurczający naczynia
Przeciwwskazania: depresja OUN, zaburzenia rytmu serca, niewydolność wątroby, padaczka
Działania niepożądane: hipotensja, mlekotok, senność, drgawki
Dodatkowe: bardzo silnie działające i selektywne; u psów i kotów"
haloperidol,"Kategoria: NEUROLEPTYKI (antagoniści D₂)
Grupa: pochodne butyrofenonu
Mechanizm: hamują rec. D2
Zastosowanie: rzadko u psów i kotów, przeciwwymiotny
Przeciwwskazania: depresja OUN, zaburzenia rytmu serca, niewydolność wątroby, padaczka
Działania niepożądane: hipotensja, mlekotok, senność, drgawki"
azaperon,"Kategoria: NEUROLEPTYKI (antagoniści D₂)
Grupa: pochodne butyrofenonu
Mechanizm: hamują rec. D2
Zastosowanie: nasenny, uspokajający u świń przy agresywności, łączeniu miotów, transporcie, premedykacji
Przeciwwskazania: depresja OUN, zaburzenia rytmu serca, niewydolność wątroby, padaczka
Działania niepożądane: hipotensja, mlekotok, senność, drgawki"
fluanizon,"Kategoria: NEUROLEPTYKI (antagoniści D₂)
Grupa: pochodne butyrofenonu
Mechanizm: hamują rec. D2
Zastosowanie: łączony z fentanylem w premedykacji u psów, królików, kawii domowych
Przeciwwskazania: depresja OUN, zaburzenia rytmu serca, niewydolność wątroby, padaczka
Działania niepożądane: hipotensja, mlekotok, senność, drgawki"
klozapina,"Kategoria: NEUROLEPTYKI (antagoniści D₂)
Grupa: atypowy
Mechanizm: hamuje rec. D4, D1, D2, 5-HT2
Zastosowanie: uspokajająca, nasenna; leczenie zachowań samookaleczających
Dodatkowe: nieskuteczna w agresji u psów"
"fluoksetyna (fluwoksamina, paroksetyna, sertralina)","Kategoria: Przeciwdepresyjne: SSRI / TLPD / IMAO
Grupa: SSRI — selektywne inhibitory wychwytu zwrotnego serotoniny
Mechanizm: blokują transporter SERT → desensytyzacja autoreceptorów 5-HT1A → nasilenie przekaźnictwa 5-HT
Zastosowanie: zaburzenia nerwicowe, anormalne zachowania, lęk separacyjny, agresja, zaburzenia obsesyjno-kompulsywne
Przeciwwskazania: łączenie z innymi lekami serotoninergicznymi (ryzyko zespołu serotoninowego: biegunki, nudności, wymioty, drgawki)
Działania niepożądane: letarg, zaburzenia łaknienia, spadek masy ciała, niepokój, biegunki, nadmierne pragnienie
Dodatkowe: efekt po ~2 tyg.; głównie psy i koty; metabolizm w wątrobie przez P450 (hamuje metabolizm innych leków)"
"klomipramina (doksepina, amitryptylina, imipramina)","Kategoria: Przeciwdepresyjne: SSRI / TLPD / IMAO
Grupa: TLPD — trójpierścieniowe
Mechanizm: blokują transportery SERT i NET (wychwyt NA i 5-HT); blokują też rec. M, H1, α1 (cholinolityczne, α1-adrenolityczne)
Zastosowanie: lęk separacyjny, agresja, zaburzenia obsesyjno-kompulsywne, lękowe
Przeciwwskazania: arytmie, padaczka, niewydolność serca, wątroby
Działania niepożądane: zaburzenia gastryczne, ↑ ciśnienia i rytmu serca, obniżenie progu drgawkowego, senność, sedacja, zatrzymanie moczu
Dodatkowe: wąskie okno terapeutyczne — nie 1. rzutu; doustnie, efekt pierwszego przejścia"
selegilina,"Kategoria: Przeciwdepresyjne: SSRI / TLPD / IMAO
Grupa: IMAO
Mechanizm: hamuje MAO-B (rozkłada dopaminę i fenyloetyloaminę) → ↑ neuroprzekaźników; działanie antyoksydacyjne (katalaza, dysmutaza ponadtlenkowa)
Zastosowanie: zaburzenia percepcji, uczenia się i pamięci u starszych psów i kotów
Przeciwwskazania: łączenie z lekami przeciwdepresyjnymi (ryzyko zespołu serotoninowego i zaburzeń krążenia)
Działania niepożądane: letarg, zawroty głowy, nudności, wymioty
Dodatkowe: nie jest lekiem przeciwdepresyjnym sensu stricto"
moklobemid,"Kategoria: Przeciwdepresyjne: SSRI / TLPD / IMAO
Grupa: IMAO
Mechanizm: hamuje MAO-A (rozkłada NA, A, 5-HT)
Zastosowanie: przeciwdepresyjny
Przeciwwskazania: nadciśnienie, zaburzenia wątroby, ciąża
Działania niepożądane: nudności, wymioty, zawroty głowy, drżenia, pobudzenie
Dodatkowe: rzadko stosowany, mało sprawdzony"
morfina,"Kategoria: OPIOIDY: agoniści receptora μ
Grupa: czysty agonista μ, słaby κ i δ
Skutek: analgezja, depresja oddechu, zwężenie źrenicy, euforia, zahamowanie perystaltyki, uzależnienie
Zastosowanie: przeciwbólowa, przeciwkaszlowa, premedykacja, uspokajająca, wymiotna
Przeciwwskazania: depresja oddechowa, drgawki, padaczka, łączenie z wziewnymi środkami znieczulenia ogólnego
Działania niepożądane: euforia, wymioty, ślinienie, niedociśnienie, skurcz oskrzeli, zaparcia, sedacja, bradykardia, hipotensja, drgawki, depresja oddechowa, uzależnienie
Dodatkowe: NIE u kotów i ptaków; przy przedawkowaniu nalokson; M6G brak u kotów"
kodeina,"Kategoria: OPIOIDY: agoniści receptora μ
Grupa: agonista μ
Skutek: przeciwbólowa (0.1× morfiny), przeciwkaszlowa, zapierająca
Zastosowanie: kaszel mokry, depresja oddechowa, zaparcia
Przeciwwskazania: depresja oddechowa, drgawki, padaczka, łączenie z wziewnymi środkami znieczulenia ogólnego
Działania niepożądane: senność, letarg, zawroty głowy, reakcje paradoksalne, depresja oddechowa, zaparcia, nudności, wymioty, utrata apetytu, bradykardia, hipotensja, świąd"
